"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Kevin Doyle","COL","2017","F","1000000","1045000","2017-04-15"
"Kevin Doyle","COL","2017","F","1000000","1045000","2017-09-15"
"Josef Martínez","ATL","2017","F","924000","1041310","2017-04-15"
"Josef Martínez","ATL","2017","F","924000","1041310","2017-09-15"
"Innocent Emeghara","SJE","2015","F","988000","1040000","2015-07-15"
"Brian Rodríguez","LAFC","2019","F","700000.08","1039800.08","2019-09-13"
"Carlos Gruezo","FCD","2019","D","890000","1025750","2019-06-01"
"Damir Kreilach","RSL","2018","M","900000","1013333.33","2018-05-01"
"Damir Kreilach","RSL","2018","M","900000","1013333.33","2018-09-15"
"Lucas Melano","POR","2017","F","790000","1010000","2017-04-15"
"Lucas Melano","POR","2017","F","790000","1010000","2017-09-15"
"Krisztián Németh","NER","2018","F","900000","1007666.67","2018-05-01"
"Krisztián Németh","SKC","2018","F","900000","1007666.67","2018-09-15"
"Kei Kamara","NER","2016","F","1000000","1000000","2016-09-15"
"Kei Kamara","VAN","2018","F","1000000","1000000","2018-05-01"
"Jørgen Skjelvik","LAG","2018","D","900000","1000000","2018-05-01"
"Kei Kamara","VAN","2018","F","1000000","1000000","2018-09-15"
"Jørgen Skjelvik","LAG","2018","D","900000","1000000","2018-09-15"
"Liam Ridgewell","POR","2015","D","1000000","1000000","2015-07-15"
"Kei Kamara","NER","2016","F","1000000","1000000","2016-05-15"
"Zoltán Stieber","DCU","2018","M","999999.96","999999.96","2018-05-01"
"Zoltán Stieber","DCU","2018","M","999999.96","999999.96","2018-09-15"
"Andreu Fontàs","SKC","2018","D","999999.96","999999.96","2018-09-15"
"Michael Mancienne","NER","2019","D","881676","995676","2019-06-01"
"Michael Mancienne","NER","2019","D","881676","995676","2019-09-13"
"Lucas Melano","POR","2016","F","760000","980000","2016-09-15"
"Marc Rzatkowski","NYRB","2018","M","885000","976166.66","2018-05-01"
"Marc Rzatkowski","NYRB","2018","M","885000","976166.66","2018-09-15"
"Fredy Montero","VAN","2019","F","768000","968000","2019-06-01"
"Fredy Montero","VAN","2019","F","768000","968000","2019-09-13"
"Robin Lod","MIN","2019","M","849996","952496","2019-09-13"
"Lamine Sané","ORL","2019","D","902500","950000","2019-06-01"
"Lamine Sané","ORL","2019","D","902499.96","949999.96","2019-09-13"
"Mauro Díaz","FCD","2018","M","853000","949890","2018-05-01"
"Alexander Ring","NYC","2019","M","850000","945000","2019-06-01"
"Alexander Ring","NYC","2019","M","849999.96","944999.96","2019-09-13"
"Osvaldo Alonso","SEA","2016","M","900000","941667","2016-09-15"
"Osvaldo Alonso","SEA","2016","M","900000","941667","2016-05-15"
"Kenny Miller","VAN","2014","F","930000","940000","2014-04-01"
"Adama Diomande","LAFC","2019","F","850000","935000","2019-06-01"
"Adama Diomande","LAFC","2018","F","849999.96","934999.96","2018-05-01"
"Adama Diomande","LAFC","2018","F","849999.96","934999.96","2018-09-15"
"Adama Diomande","LAFC","2019","F","849999.96","934999.96","2019-09-13"
"Albert Rusnák","RSL","2018","M","850008","925820.5","2018-09-15"
"Ola Kamara","LAG","2018","F","825000","925000","2018-05-01"
"Ola Kamara","LAG","2018","F","825000","925000","2018-09-15"
"Claude Dielna","NER","2017","D","780000","909861","2017-09-15"
"Claude Dielna","NER","2018","D","780000","909861","2018-05-01"
"Claude Dielna","NER","2018","D","780000","909861","2018-09-15"
"Albert Rusnák","RSL","2018","M","850008","907820.5","2018-05-01"
"Yannick Boli","COL","2018","F","774999.96","907499.96","2018-05-01"
"Yannick Boli","COL","2018","F","774999.96","907499.96","2018-09-15"
"Kennedy Igboananike","DCU","2016","F","800000","901666.67","2016-09-15"
"Kennedy Igboananike","CHI","2015","F","800000","901666.67","2015-07-15"
"Kennedy Igboananike","CHI","2015","F","800000","901666.67","2015-09-15"
"Kennedy Igboananike","CHI","2016","F","800000","901666.67","2016-05-15"
"Roger Espinoza","SKC","2018","M","900000","900000","2018-05-01"
"Roger Espinoza","SKC","2018","M","900000","900000","2018-09-15"
"Ilie Sánchez","SKC","2019","D","900000","900000","2019-06-01"
"Pity Martínez","ATL","2019","M","900000","900000","2019-06-01"
"Ilie Sánchez","SKC","2019","D","900000","900000","2019-09-13"
"Pity Martínez","ATL","2019","M","900000","900000","2019-09-13"
"Jonathan Mensah","CLB","2019","D","800004","894004","2019-06-01"
"Jonathan Mensah","CLB","2019","D","800004","894004","2019-09-13"
"Octavio Rivero","VAN","2015","F","890850","890850","2015-07-15"
"Octavio Rivero","VAN","2015","F","890850","890850","2015-09-15"
"Octavio Rivero","VAN","2016","F","890850","890850","2016-05-15"
"Xavier Kouassi","NER","2016","M","840000","890541.75","2016-09-15"
"Xavier Kouassi","NER","2017","M","840000","890541.75","2017-04-15"
"Xavier Kouassi","NER","2016","M","840000","890541.75","2016-05-15"
"Xavier Kouassi","NER","2017","M","840000","890541.75","2017-09-15"
"Matías Laba","VAN","2017","M","725000","885500","2017-04-15"
"Matías Laba","VAN","2017","M","725000","885500","2017-09-15"
"Jan Gregus","MIN","2019","M","750000","883500","2019-06-01"
"Jan Gregus","MIN","2019","M","750000","883500","2019-09-13"
"Albert Rusnák","RSL","2017","M","825000","882812.5","2017-04-15"
"Albert Rusnák","RSL","2017","M","825000","882812.5","2017-09-15"
"Mauro Díaz","FCD","2017","M","784000","880890","2017-04-15"
"Mauro Díaz","FCD","2017","M","784000","880890","2017-09-15"
"Jesús Medina","NYC","2019","M","750000","870833.33","2019-09-13"
"Jesús Medina","NYC","2019","M","750000","870833","2019-06-01"
"Reto Ziegler","FCD","2019","D","820000.08","870000.08","2019-09-13"
"Reto Ziegler","FCD","2019","D","820000","870000","2019-06-01"
"Jonathan Mensah","CLB","2018","D","774996","868996","2018-05-01"
"Jonathan Mensah","CLB","2018","D","774996","868996","2018-09-15"
"Pedro Santos","CLB","2019","M","817560","864560","2019-06-01"
"Pedro Santos","CLB","2019","M","817560","864560","2019-09-13"
"Joao Plata","RSL","2019","M","725004","856254","2019-06-01"
"Joao Plata","RSL","2019","M","725004","856254","2019-09-13"
"Fredy Montero","SEA","2013","F","700000","856000","2013-08-01"
"Fredy Montero","SEA","2013","F","700000","856000","2013-09-15"
"Fredy Montero","SEA","2013","F","700000","856000","2013-05-01"
"Lamine Sané","ORL","2018","D","807500.04","855000.04","2018-05-01"
"Lamine Sané","ORL","2018","D","807500.04","855000.04","2018-09-15"
"Antonio Nocerino","ORL","2017","M","800000","850000","2017-04-15"
"Roger Espinoza","SKC","2017","M","850000","850000","2017-04-15"
"Antonio Nocerino","ORL","2017","M","800000","850000","2017-09-15"
"Roger Espinoza","SKC","2017","M","850000","850000","2017-09-15"
"Stefan Aigner","COL","2018","M","800000.04","845885.46","2018-05-01"
"Jonathan Mensah","CLB","2017","D","750000","844000","2017-04-15"
"Jonathan Mensah","CLB","2017","D","750000","844000","2017-09-15"
"Lucas Melano","POR","2018","F","840000","840000","2018-09-15"
"Gregory van der Wiel","TOR","2018","D","800000.04","835000.04","2018-05-01"
"Gregory van der Wiel","TOR","2018","D","800000.04","835000.04","2018-09-15"
"Héctor Villalba","ATL","2019","M","722500","830250","2019-06-01"
"Héctor Villalba","ATL","2019","M","722499.96","830249.96","2019-09-13"
"Kyle Beckerman","RSL","2017","M","750000","825000","2017-04-15"
"Kyle Beckerman","RSL","2017","M","750000","825000","2017-09-15"
"David Accam","CHI","2017","F","750000","820937.5","2017-04-15"
"David Accam","CHI","2017","F","750000","820937.5","2017-09-15"
"Maurice Edu","PHI","2017","M","750000","818750","2017-04-15"
"Maurice Edu","PHI","2017","M","750000","818750","2017-09-15"
"Roland Lamah","FCD","2018","M","675000","818500","2018-05-01"
"Roland Lamah","FCD","2018","M","675000","818500","2018-09-15"
"Jo Inge Berget","NYC","2018","F","600000","816666.67","2018-05-01"
"Jo Inge Berget","NYC","2018","F","600000","816666.67","2018-09-15"
"DaMarcus Beasley","HOU","2016","D","750000","813333.33","2016-09-15"
"DaMarcus Beasley","HOU","2015","D","750000","813333.33","2015-07-15"
"DaMarcus Beasley","HOU","2015","D","750000","813333.33","2015-09-15"
"DaMarcus Beasley","HOU","2016","D","750000","813333.33","2016-05-15"
"Leandro González Pirez","ATL","2019","D","775008","810008","2019-06-01"
"Leandro González Pirez","ATL","2019","D","775008","810008","2019-09-13"
"Roland Lamah","CIN","2019","M","750000","806250","2019-06-01"
"Roland Lamah","CIN","2019","M","750000","806250","2019-09-13"
"Alejandro Silva","MTL","2018","M","800040","800040","2018-05-01"
"Alejandro Silva","MTL","2018","M","800040","800040","2018-09-15"
"Saphir Taïder","MTL","2018","M","800000.04","800000.04","2018-05-01"
"Saphir Taïder","MTL","2018","M","800000.04","800000.04","2018-09-15"
"Chris Wondolowski","SJE","2019","F","800000.04","800000.04","2019-09-13"
"Roger Espinoza","SKC","2019","M","800000.04","800000.04","2019-09-13"
"Aaron Long","NYRB","2019","D","770000.04","800000.04","2019-09-13"
"Roger Espinoza","SKC","2016","M","800000","800000","2016-09-15"
"Simon Dawkins","SJE","2016","M","800000","800000","2016-09-15"
"Kei Kamara","NER","2017","F","800000","800000","2017-04-15"
"Chris Wondolowski","SJE","2017","F","800000","800000","2017-04-15"
"Simon Dawkins","SJE","2017","M","800000","800000","2017-04-15"
"Kei Kamara","NER","2017","F","800000","800000","2017-09-15"
"Chris Wondolowski","SJE","2017","F","800000","800000","2017-09-15"
"Simon Dawkins","SJE","2017","M","800000","800000","2017-09-15"
"Reto Ziegler","FCD","2018","D","750000","800000","2018-05-01"
"Chris Wondolowski","SJE","2018","F","800000","800000","2018-05-01"
"Reto Ziegler","FCD","2018","D","750000","800000","2018-09-15"
"Chris Wondolowski","SJE","2018","F","800000","800000","2018-09-15"
"Chris Wondolowski","SJE","2019","F","800000","800000","2019-06-01"
"Roger Espinoza","SKC","2019","M","800000","800000","2019-06-01"
"Roger Espinoza","SKC","2016","M","800000","800000","2016-05-15"
"Simon Dawkins","SJE","2016","M","800000","800000","2016-05-15"
"Aaron Long","NYRB","2019","D","770000","800000","2019-06-01"
"Alejandro Romero Gamarra","NYRB","2019","M","800000","800000","2019-06-01"
"Alejandro Romero Gamarra","NYRB","2019","M","799999.92","799999.92","2019-09-13"
"Lucas Melano","POR","2015","F","799992","799992","2015-09-15"
"Marcelo","CHI","2019","D","775000","797500","2019-06-01"
"Marcelo","CHI","2019","D","774999.96","797499.96","2019-09-13"
"Pedro Santos","CLB","2018","M","747600","794600","2018-05-01"
"Pedro Santos","CLB","2018","M","747600","794600","2018-09-15"
"Maurice Edu","PHI","2016","M","725000","793750","2016-09-15"
"Maurice Edu","PHI","2016","M","725000","793750","2016-05-15"
"Larrys Mabiala","POR","2018","D","750000","793333.33","2018-05-01"
"Larrys Mabiala","POR","2018","D","750000","793333.33","2018-09-15"
"Larrys Mabiala","POR","2019","D","750000","793333.33","2019-09-13"
"Larrys Mabiala","POR","2019","D","750000","793333","2019-06-01"
"Osvaldo Alonso","SEA","2015","M","748000","789667","2015-07-15"
"Osvaldo Alonso","SEA","2015","M","748000","789667","2015-09-15"
"Emanuel Cecchini","SEA","2019","M","648000","789000","2019-09-13"
"Héber","NYC","2019","F","785000.04","788750.04","2019-09-13"
"Héber","NYC","2019","F","785000","788750","2019-06-01"
"Sacha Kljestan","NYRB","2017","M","650000","787500","2017-04-15"
"Sacha Kljestan","NYRB","2017","M","650000","787500","2017-09-15"
"Zoltán Stieber","DCU","2019","M","787500","787500","2019-06-01"
"Matt Besler","SKC","2018","D","750000","783250","2018-05-01"
"Matt Besler","SKC","2018","D","750000","783250","2018-09-15"
"Graham Zusi","SKC","2018","D","750000","782102.27","2018-05-01"
"Graham Zusi","SKC","2018","D","750000","782102.27","2018-09-15"
"Giles Barnes","ORL","2017","F","725000","781250","2017-04-15"
"Giles Barnes","ORL","2017","F","725000","781250","2017-09-15"
"Maximiliano Urruti","FCD","2018","F","700000.08","781000.08","2018-05-01"
"Maximiliano Urruti","FCD","2018","F","700000.08","781000.08","2018-09-15"
"DaMarcus Beasley","HOU","2014","D","750000","779166.67","2014-09-15"
"Diego Polenta","LAG","2019","D","687276","777276","2019-06-01"
"Diego Polenta","LAG","2019","D","687276","777276","2019-09-13"
"Kendall Waston","CIN","2019","D","750000","776666.67","2019-09-13"
"Marcelo Silva","RSL","2019","D","725004","776629","2019-06-01"
"Marcelo Silva","RSL","2019","D","725004","776629","2019-09-13"
"Jonathan Osorio","TOR","2019","M","750000","776250","2019-06-01"
"Jonathan Osorio","TOR","2019","M","750000","776250","2019-09-13"
"Roland Lamah","FCD","2017","M","630000","773500","2017-04-15"
"Roland Lamah","FCD","2017","M","630000","773500","2017-09-15"
"Mix Diskerud","NYC","2017","M","772669","772669","2017-04-15"
"Mix Diskerud","NYC","2017","M","772669","772669","2017-09-15"
"Kim Kee-hee","SEA","2019","D","640000.08","772000.08","2019-09-13"
"Kim Kee-hee","SEA","2019","D","640000","772000","2019-06-01"
"David Accam","CHI","2016","F","700000","770937.5","2016-09-15"
"David Accam","CHI","2016","F","700000","770937.5","2016-05-15"
"Jesús Medina","NYC","2018","M","650000.04","770833.37","2018-05-01"
"Jesús Medina","NYC","2018","M","650000.04","770833.37","2018-09-15"
"Héctor Villalba","ATL","2017","F","663000","770750","2017-04-15"
"Héctor Villalba","ATL","2018","F","663000","770750","2018-05-01"
"Héctor Villalba","ATL","2018","F","663000","770750","2018-09-15"
"Héctor Villalba","ATL","2017","F","663000","770750","2017-09-15"
"Daniel Royer","NYRB","2019","M","700000","768750","2019-06-01"
"Maurice Edu","PHI","2015","M","700000","768750","2015-07-15"
"Maurice Edu","PHI","2015","M","700000","768750","2015-09-15"
"Daniel Royer","NYRB","2019","M","699999.96","768749.96","2019-09-13"
"Egidio Arévalo Ríos","CHI","2013","M","768000","768000","2013-09-15"
"Sam Johnson","RSL","2019","F","650000.04","767500.04","2019-09-13"
"Mix Diskerud","NYC","2016","M","761250","761250","2016-09-15"
"Mix Diskerud","NYC","2016","M","761250","761250","2016-05-15"
"Lucas Melano","POR","2016","F","760000","760000","2016-05-15"
"Matt Besler","SKC","2017","D","725000","758250","2017-04-15"
"Matt Besler","SKC","2017","D","725000","758250","2017-09-15"
"Graham Zusi","SKC","2017","M","725000","757102.27","2017-04-15"
"Graham Zusi","SKC","2017","M","725000","757102.27","2017-09-15"
"Giles Barnes","VAN","2016","F","700000","756250","2016-09-15"
"Giles Barnes","HOU","2016","F","700000","756250","2016-05-15"
"Jon Erice","VAN","2019","M","654546","752364","2019-06-01"
"Jon Erice","VAN","2019","M","654545.52","752363.7","2019-09-13"
"Tim Parker","NYRB","2019","D","738200.04","752200.04","2019-09-13"
"Tim Parker","NYRB","2019","D","738200","752200","2019-06-01"
"Kyle Beckerman","RSL","2016","M","675000","750000","2016-09-15"
"Blerim Dzemaili","MTL","2017","M","750000","750000","2017-09-15"
"Kei Kamara","COL","2019","F","750000","750000","2019-06-01"
"Roger Espinoza","SKC","2015","M","750000","750000","2015-07-15"
"Mix Diskerud","NYC","2015","M","750000","750000","2015-07-15"
"Roger Espinoza","SKC","2015","M","750000","750000","2015-09-15"
"Mix Diskerud","NYC","2015","M","750000","750000","2015-09-15"
"Kyle Beckerman","RSL","2016","M","675000","750000","2016-05-15"
"Kei Kamara","COL","2019","F","750000","750000","2019-09-13"
"Rudy Camacho","MTL","2019","D","700000","749153","2019-06-01"
"Rudy Camacho","MTL","2019","D","700000.08","749152.58","2019-09-13"
"Brek Shea","VAN","2018","D","700000","745000","2018-05-01"
"Brek Shea","VAN","2018","D","700000","745000","2018-09-15"
"Federico Higuaín","CLB","2014","M","580000","744000","2014-04-01"
"Federico Higuaín","CLB","2014","M","580000","744000","2014-09-15"
"Brad Guzan","ATL","2019","GK","680004","740004","2019-06-01"
"Brad Guzan","ATL","2019","GK","680004","740004","2019-09-13"
"Román Torres","SEA","2019","D","670000.08","740000.08","2019-09-13"
"Román Torres","SEA","2019","D","670000","740000","2019-06-01"
"Matt Besler","SKC","2016","D","700000","733250","2016-09-15"
"Matt Besler","SKC","2016","D","700000","733250","2016-05-15"
"Graham Zusi","SKC","2016","M","700000","732102.27","2016-09-15"
"Graham Zusi","SKC","2016","F","700000","732102.27","2016-05-15"
"Carlos Gruezo","FCD","2017","M","495000","731500","2017-04-15"
"Carlos Gruezo","FCD","2017","M","495000","731500","2017-09-15"
"Pedro Santos","CLB","2017","M","684000","731000","2017-09-15"
"Carlos Gruezo","FCD","2018","M","595000.08","730750.08","2018-05-01"
"Carlos Gruezo","FCD","2018","M","595000.08","730750.08","2018-09-15"
"Yohan Croizet","SKC","2019","M","700008","730008","2019-06-01"
"David Ferreira","FCD","2013","M","625000","730000","2013-08-01"
"David Ferreira","FCD","2013","M","625000","730000","2013-09-15"
"David Ferreira","FCD","2013","M","625000","730000","2013-05-01"
"Henok Goitom","SJE","2016","F","682800","729300","2016-09-15"
"Andrés Ríos","SJE","2019","F","660000","729250","2019-09-13"
"Marcelo Silva","RSL","2018","D","675000","726625","2018-09-15"
"Carlos Carmona","ATL","2017","M","675000","725000","2017-04-15"
"Carlos Carmona","ATL","2017","M","675000","725000","2017-09-15"
"Jermaine Jones","LAG","2017","M","600000","722500.2","2017-04-15"
"Jermaine Jones","LAG","2017","M","600000","722500.2","2017-09-15"
"Ashley Cole","LAG","2018","D","450000","722499.98","2018-05-01"
"Ashley Cole","LAG","2018","D","450000","722499.98","2018-09-15"
"David Accam","CHI","2015","F","650000","720937.5","2015-07-15"
"David Accam","CHI","2015","F","650000","720937.5","2015-09-15"
"Matías Laba","VAN","2016","M","560000","720500","2016-09-15"
"Matías Laba","VAN","2016","M","560000","720500","2016-05-15"
"Giancarlo González","LAG","2019","D","650000.04","719583.37","2019-09-13"
"Giancarlo González","LAG","2019","D","650000","719583","2019-06-01"
"Matteo Mancosu","MTL","2017","F","700000.08","719541.75","2017-04-15"
"Matteo Mancosu","MTL","2018","F","700000.08","719541.75","2018-05-01"
"Matteo Mancosu","MTL","2018","F","700000.08","719541.75","2018-09-15"
"Matteo Mancosu","MTL","2017","F","700000.08","719541.75","2017-09-15"
